username,creation_date,title,description,scam,n_subscribers,verified
through_the_bookhole,1553261758.0,Сквозь книготочину,"Квантовый пересказ книг о бизнесе и саморазвитии 👩‍🚀 Конспектирую для себя, но канал открытый 🙃",False,34,False
through_the_clouds,1590355471.0,Сквозь облака // Through the clouds,"Дневник разработки инди-игры ""Сквозь облака /Through the clouds"". 
https://vk.com/through_the_clouds_game
https://www.facebook.com/throughthecloudsgame
https://syjgin.itch.io/through-the-clouds",False,65,False
thrthrat13,1509206711.0,ثرثرات🌿.,"• ثرثرات :🌿
- هنا بيتي و ملجئي ، 
-هنا جميع مشاعري المكبوته .
كُلشي يخصنا @th_th97",False,141145,False
thrtn,1461233908.0,,Канал дяди тринадцать,False,214,False
thrueRT,1537789731.0,ТАССР имени М.Молочниковой,"Министерство Правды Республики Татарстан. Давно назрела необходимость нашего создания. Мы не подменяем функции ТатМедиа, мы ведем себя значительно хуже",False,96,False
thsmagazine,1478542229.0,,"Обёртки от конфет, открытки, техника, мебель, фотографии, картины, постеры, космос, посуда, архитектура — вот это вот всё и много другого.

По вопросам рекламы: @zasertyg 
По другим вопросам: @ilnur
Наш другой проект: @boxmagazine",False,1316,False
thueringer_widerstand,1588756307.0,FREIE THÜRINGER,"Widerstand gegen die aktuelle Politik. Infokanal zu den Einschränkungen der Plandemie und dem politischen Weltgeschehen. Wir sind mit den aktuellen ""Maßnahmen"" und dem Politik versagen nicht einverstanden, hinterfragen und sind kritisch.",False,10231,False
thug100,1521726487.0,,"Let's interview 😱
Roast the reshables😱🔥
Hype teens 💃🏃
Hype parties😱🔥💃🏃

Welcome to teens arena",False,75,False
thuggangg,1552306361.0,THUG🎭,💃ኤኤኤኤዪዉዉዉዉ,False,2779,False
THUGHACKSVIP,1568955137.0,THUG.CZ,"Thug VIP HOST 

Target 100 members for now

PAID VIP HOST AVAILABLE

AVAILABLE ANTIBAN APPLICATION

DM @THUGHACKS",False,11,False
Thuglife1940,1528729949.0,𝚃𝙷𝚄𝙶 𝙻𝙸𝙵𝙴™,"Sickest, inappropriate, very funny ,sometimes offensive jokes- here we got all the stuff . 
 
  Ads/📩 hmu @Colecrossbot.",False,393,False
thuglife687,1547591686.0,✞︎ 𝕿𝖍𝖚𝖌 𝕲𝖔𝖓𝖌 ✞︎,Lachh pas les bails bresom 🌚,False,332,False
THUGLIFEE1,1521215321.0,Thug Life,"THE 
HATE 
U 
GIVE 

LITTLE 
INFANTS 
FUCKS 
EVERYBODY 

Welcome to Real life talk",False,272,False
thuglifeies,1575135993.0,,"On this channel you can send memes,funny pics and any other things u can send messages for your loved ones.
   Let's just keep each other's company
for cross and comments Contact me at
                     👇
               @thug2bot",False,164,False
THUGlifeog,1550394643.0,,,False,211,False
thugmodern,1567551350.0,Аллегория На Постмодернизм,"Триптих Блог или свалка мыслей, каждый видит что желает.",False,45,False
thugshackingop,1604969215.0,Thugs Hacking,"So hello guys mai hun apka thugs 
Mai iss channel ko banaya hun thaki ap sabh ko free mai paid wala hack antiban mille",False,46,False
thugs_inn,1524393297.0,,,False,42,False
ThuG_Life_Riders,1565786958.0,Thug Life Riders,"Sup Y'all
We're ol bout
oldskool Gangsta Rappy musics  
& some good newskool remixes
 

Hit us up for cross promo and suggestion 👇
@OutLawzzzz
@Aircracker


West Side Till We Die🖖🏿",False,541,False
thug_liiife,1506507500.0,,"✨تاگ لایف به معنای رسیدن به آرزوها و اهداف در شرایط سخت است✨
🌈Thug_Life",False,104,False
Thule2Weltkrieg,1613767894.0,,Das Manifest zur Brechung der Zinsknechtschaft des Geldes,False,45,False
ThuleanLibrary,1631301667.0,Great Library of Thule,Channel where you can find books relating to Fascism/NS and related topics,False,972,False
thuleanperspective,1581939288.0,ThuleanPerspective,"All of Varg's and Marie's videos in chronological order, re-uploaded with descriptions.

Main channel: https://t.me/ThuleanPerspective14


Inquiries: varingjar@protonmail.com",False,1197,False
ThuleanPerspective14,1610566698.0,Thulêan Perspective,,False,3892,False
thulehistory18,1613323983.0,Thule History,"В нашем мире много неудобных фактов которые современная наука скрывает.
Но для настоящих искателей истины нет преград.",False,135,False
thulemark18,1553353476.0,Thulemark,"Выживание Белой Расы исключительно в биологическом ключе без сохранения многотысячелетних традиций не имеет никакого смысла.

Связь с администратором @thulemarkfr",False,4111,False
thulemarket,1612126654.0,ThuleMarket,"Все что нужно радикалу.

По поводу заказа @ThuleSidorovi4",False,301,False
thulesignal,1568303668.0,Thule Signal,"Личный канал Алексея ""Thuleseeker"" Лёвкина.

Обратная связь:
@Thulesignalbot",False,4674,False
thuletide,1577994662.0,Thuletide,"Posts cover NWO agenda (COVID, Agenda 21, anti-White hate, anti-family agenda, etc.), European history, archaeology, genetics, etc. / thuletide.wordpress.com / gab.com/thuletide / t.me/racerealismchannel / You can plagiarize any of my writing & content",False,13679,False
Thunderdomememe,1607585354.0,THVNDΣRDOMΣ,,False,1092,False
thunderking70,1585560011.0,ℹMTN 200Mb!.ehi,"🇼 🇪    🇸 🇭 🇦 🇷 🇪     

 

?Ehi💥
Ehil💢
Svc💣
Epro💎
Netflix account
DStv account
Airtime tricks❣️

We teach free net tricks👂✍️

And many more",False,72,False
Thunder_gaming_world,1595501693.0,👑𝙏𝙃𝙐𝙉𝘿𝙀𝙍 𝙂𝘼𝙈𝙄𝙉𝙂 𝙒𝙊𝙍𝙇𝘿👑,"🚀ᴏғғɪᴄɪᴀʟ ʀᴇssᴀʟᴇʀ🚀

🍁ғɪʀᴇ ᴄʜᴇᴀᴛs
🍁sʜᴀʀᴘsʜᴏᴏᴛᴇʀ 
🍁ᴘᴀɴᴅᴀ ᴍᴏᴅ
🍁sᴘᴀʀᴋ ᴄʜᴇᴀᴛ 

ᴍᴀɴᴀɢᴇʀ & ʀᴇssᴀʟᴇʀsʜɪᴘ ᴄᴏɴᴛᴀᴄᴛ @Its_Thunder_king ✨

Proofs @Thunder_proofs ✨

For pubg accounts @Thunderacchub 💫

ʙᴜʏ ᴋᴇʏs @Its_Thunder_king ✨",False,10482,False
thursdays_herampey_evenings,1509948579.0,کانال اندیشکده هرم پی,"انديشكده هرم پي
نشست هاي علمي تخصصي هنر، معماري و شهرسازي
عصر پنج شنبه ها",False,727,False
thursday_reads,1574511262.0,,"Life, the Universe and Everything",False,101,False
ThusSayethObzeen,1560392049.0,Obzeen,WE are the 99% of Rock N Roll,False,16,False
ThusSpakeMinnerva,1598100029.0,Nodus Tollens,"آرامش روح احساس معرکه‌ای‌ست، و خشنودی از خود هم.
دوست عزیز، فقط کاش که این گوهر، با این ظرافت و نفیسی‌اش، چنین شکستنی نمی‌بود. -رنج‌های ورتر جوان

https://t.me/ThusSpakeMinnerva/3
https://t.me/ThusSpakeMinnerva/367",False,91,False
thuthfary,1512234680.0,🧞‍♂️Bėførė Bĕd Tîmè🍷,"Here to make ur nights better💯
Music nights🎵🎶
Quote nights🗯
Trimmed videos🔊
Challenge nights for couples, singles, bestfriends even siblings
Biography and pics of ur favorite artists🤙

Stay tuned and enjoy!!",False,127,False
thuzzz,1590402221.0,,"THUZ – независимое онлайн-издание об искусстве и коммуникациях. Пособие по свободе, исследованию и творчеству.
 
THUZ честен, критичен, иногда вызывающ. Субкультурен, но элегантен. 
 
Говорить.

Создавать.

Двигаться.",False,47,False
thynk,1610279129.0,СИНЬКА,"делаю вид что разбираюсь в моде, пишу субъективно об актуальном, разоблачаю неугодных нелюдей в шоу-бизнесе

по вопросам рекламы @codelibaye",False,19908,False
thytaty_predprinimateley,1633088113.0,Цитаты великих предпринимателей,Эксклюзивное сотрудничетво — PR агентство “Малевич - PR”   kazimirmalevic666@gmail.com,False,4,False
TH_AfD_News,1556971015.0,AfD im Freistaat Thüringen und im Thüringer Landtag in Erfurt,"In diesem Kanal gibt es neueste Informationen der AfD in Thüringen sowie Veranstaltungen.

afd-thueringen.de

afd-thl.de

Weitere Bundesländer @RegionalAfD, Diskussion @AfDeutschland, Vernetzung @ThueringenInfoChat.",False,266,False
th_ing,1587064106.0,Мысли из Ингрии. Thoghts from Ingria,"Этот канал отражает саркастические мысли о происходящем в мире.
+ 18",False,41,False
tiaap_ir,1523472601.0,انجمن صنفی مترجمان استان البرز,"انجمن صنفی مترجمان استان البرز
👈 حامی مترجمان در حوزه نشر
👈 برگزارکننده دوره‌های تخصصی آموزشی 
👈 معرفی مترجم حرفه‌ای و همکاری با نهادهای دولتی و غیردولتی

♦️رئیس انجمن: 
✅ @sanaz_esfandiari

 ♦️روابط عمومی:
@tiaap

☎️۰۹۱۹۵۹۳۰۰۱۵
🌐tiaap.ir",False,331,False
tiahnybok,1545412811.0,Олег Тягнибок || офіційний канал,"Голова ВО ""Свобода""",False,2509,False
tiamazandaran,1531988854.0,انجمن صنفي مترجمان مازندران,"🔸انجمن صنفی مترجمان استان مازندران؛ تحت مجوز وزارت تعاون، کار و رفاه اجتماعی

🔹حمایت در حوزه نشر
🔸 کارآفرینی 
🔹خدمات مشاوره 
🔸معرفی مترجم 
🔹کارگاه‌های آموزشی  

⬅️ رئیس انجمن: 
@FatimaDadbood",False,63,False
TiAmoSamm,1581321573.0,BGMi Hacks,"Hello Guys welcome to our channel and become our family member
We Provide Only Free Hacks
Owner :- @TiAmoSam
Owner :- @TiAmoMussan
For Chat Join :- Discuss :- https://t.me/joinchat/CRr8nkYG4DV9IjsdYj5RYw",False,601,False
TianasInsights,1517319552.0,Tiana Rai,"В поисках всего настоящего...

https://linktr.ee/TianaRai",False,29904,False
tianma,1510337536.0,,Все текущие новости из сферы китайского туризма и едкие комментарии к ним. Для обратной связи - @tianma_bot,False,196,False
tiat1,1444679330.0,کانون کشوری انجمن‌های صنفی مترجمان,"🔸کانون کشوری انجمن‌های صنفی مترجمان با مجوز وزارت تعاون، کار و رفاه اجتماعی

🔹حمایت در حوزه نشر
🔸 کارآفرینی 
🔹خدمات مشاوره 
🔸معرفی مترجم 
🔹کارگاه‌های آموزشی  

⬅️ رئیس کانون: 
@Arbabi


📧 info@iuptia.ir
🌐 www.iuptia.ir",False,1646,False
